engineer,merged_pr_count,merged_pr_volume_points,median_pr_cycle_hours,large_pr_share,authored_pr_review_coverage_pct,weeks_active,unique_prs_authored,domains_touched_inferred,domain_coverage_count,reviews_submitted,approvals_given,unique_authors_reviewed,review_weeks_active,unique_collaborators,momentum_raw,momentum_score,window_start,window_end,why,shipping_score,review_leverage_score,execution_flow_score,consistency_score,collaboration_score,impact_score_100,contributor_archetype
Azayed10,0.0,0.0,,0.0,,1.0,,general,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.0152788388082505,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0321618037135278,,0.1666666666666666,0.0769230769230769,3.392730916818138,Mixed
Basit-Balogun10,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
Classy-Bear,1.0,1.6094379124341005,1.3758333333333332,0.0,100.0,1.0,1.0,general,1.0,0.0,0.0,0.0,,0.0,2.0,0.0305576776165011,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.0894736842105263,0.0,1.0,0.1666666666666666,0.0,19.656453969147467,Mixed
Daesgar,7.0,24.736829318965057,1.3730555555555557,0.0,100.0,4.0,7.0,"general,product_ops",2.0,8.0,6.0,6.0,4.0,6.0,11.5,0.320855614973262,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.3763157894736841,0.2489332256948447,1.0,0.6666666666666666,0.4615384615384615,47.00341175836555,Mixed
EDsCODE,0.0,0.0,,0.0,,2.0,,general,0.0,7.0,7.0,3.0,2.0,3.0,4.5,0.106951871657754,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.1833266059278052,,0.3333333333333333,0.2307692307692307,11.293709505798311,Mixed
Fizza-Mukhtar,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
Gilbert09,16.0,71.81187693034678,152.74097222222224,0.1875,100.0,7.0,16.0,"backend,data,frontend,general,infra",5.0,52.0,37.0,17.0,7.0,17.0,16.4,0.4705882352941176,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, high review leverage, consistent weekly presence",0.881578947368421,1.0,0.35,1.0,1.0,81.40325077399379,Balanced
Greeva48,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
GreyCrossX,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
KevinRSDNguyen,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
MarconLP,8.0,40.71565958929048,18.651666666666664,0.625,100.0,4.0,8.0,"frontend,general,security",3.0,11.0,7.0,7.0,4.0,7.0,9.333333333333334,0.2546473134708429,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.4657894736842105,0.3119738207819166,0.9065037563866944,0.6666666666666666,0.5384615384615384,49.96834126186512,Mixed
MattBro,14.0,49.25477659082557,7.510972222222222,0.0714285714285714,100.0,2.0,14.0,"backend,data,frontend,general,infra,product_ops,security",7.0,2.0,1.0,1.0,1.0,1.0,16.0,0.4583651642475171,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, strong execution flow",0.8026315789473684,0.0501095606043132,0.9688472801321044,0.3333333333333333,0.0769230769230769,48.55061133054972,Shipper
MichaelKutsch-ph,4.0,13.359103672626532,179.72180555555553,0.0,100.0,3.0,4.0,"general,infra",2.0,3.0,3.0,3.0,3.0,3.0,6.5,0.1680672268907563,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.2578947368421053,0.1115355783646637,0.35,0.5,0.2307692307692307,24.763596140979622,Mixed
NewSmoke38,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
Niceplace,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
Piccirello,7.0,31.415571604267388,10.412777777777778,0.1428571428571428,100.0,5.0,7.0,"general,security",2.0,32.0,22.0,22.0,5.0,22.0,11.5,0.320855614973262,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"high review leverage, strong execution flow, consistent weekly presence",0.3763157894736841,0.7741609964248641,0.952608724765607,0.8333333333333334,1.0,66.47451894938219,Reviewer
Radu-Raicea,18.0,81.72211216710447,3.0794444444444444,0.1111111111111111,100.0,5.0,18.0,"data,general",2.0,73.0,45.0,5.0,5.0,5.0,55.0,1.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, high review leverage, strong execution flow",0.8105263157894737,0.8461538461538461,0.9936461881912068,0.8333333333333334,0.3846153846153846,82.55381562988563,Balanced
ReeceJones,14.0,74.34884250065494,83.90138888888889,0.3571428571428571,100.0,4.0,14.0,general,1.0,27.0,18.0,5.0,4.0,5.0,28.5,0.8403361344537815,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong recent momentum,0.6026315789473684,0.5355927805328102,0.5413651533105587,0.6666666666666666,0.3846153846153846,58.50542603875801,Mixed
Sireeshreddy01,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
Suhaib3100,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
TueHaulund,19.0,94.90208756077458,7.669166666666666,0.3157894736842105,100.0,4.0,19.0,"backend,data,frontend,general,infra,mobile",6.0,29.0,25.0,9.0,4.0,9.0,34.5,1.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, strong execution flow, strong recent momentum",1.0,0.6734949832775916,0.9679620212146468,0.6666666666666666,0.6923076923076923,84.94654848990308,Balanced
Twixes,31.0,123.44620214678405,22.51888888888889,0.1612903225806451,100.0,6.0,31.0,"backend,data,frontend,general,infra,product_ops",6.0,30.0,19.0,4.0,6.0,4.0,12.714285714285714,0.3579613663647277,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, strong execution flow, consistent weekly presence",1.0,0.5601718371583436,0.8848627122271792,1.0,0.3076923076923077,73.93377335293663,Shipper
Vitor-Bukovitz,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
a-lider,2.0,11.364100577898318,1084.82,0.5,100.0,4.0,2.0,general,1.0,40.0,33.0,6.0,4.0,6.0,23.0,0.6722689075630252,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,high review leverage,0.1289473684210526,0.7826259946949599,0.35,0.6666666666666666,0.4615384615384615,46.68881127768711,Reviewer
abhischekt,2.0,12.88844195291824,32.64861111111111,0.5,100.0,2.0,2.0,general,1.0,4.0,3.0,2.0,2.0,2.0,5.0,0.1222307104660045,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.1289473684210526,0.1052358436166531,0.828176606971825,0.3333333333333333,0.1538461538461538,25.0160682240802,Mixed
ablaszkiewicz,19.0,70.54060179319148,5.870277777777778,0.0526315789473684,100.0,5.0,19.0,"backend,frontend,general,mobile,product_ops,security",6.0,39.0,31.0,12.0,5.0,12.0,36.5,1.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, high review leverage, strong execution flow",1.0,0.8850795755968167,0.9780286353488962,0.8333333333333334,0.9230769230769232,94.36152148425644,Balanced
adamleithp,23.0,95.24756432887636,4.341666666666667,0.1304347826086956,100.0,4.0,23.0,"data,frontend,general",3.0,52.0,50.0,21.0,4.0,21.0,50.0,1.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, high review leverage, strong execution flow",0.9,1.0,0.9865827702440126,0.6666666666666666,1.0,93.46540822032684,Balanced
adboio,47.0,200.2209674920882,63.73305555555555,0.1702127659574468,100.0,8.0,47.0,"backend,data,frontend,general,infra,product_ops,rust,security",8.0,38.0,26.0,16.0,8.0,16.0,16.0,0.4583651642475171,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, high review leverage, consistent weekly presence",1.0,0.8718140929535227,0.6542275044271915,1.0,1.0,86.19241653272111,Balanced
am-design-works,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
andehen,12.0,45.13545871611922,2.9238888888888885,0.0,100.0,3.0,12.0,"backend,general",2.0,15.0,14.0,6.0,3.0,6.0,20.5,0.5958747135217723,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.5736842105263158,0.379584246338369,0.9945166798396288,0.5,0.4615384615384615,57.19201442244547,Mixed
andrewjmcgehee,14.0,60.91155594482363,20.66916666666667,0.2142857142857142,85.71428571428571,5.0,14.0,"data,general,infra",3.0,31.0,19.0,5.0,5.0,5.0,20.0,0.5805958747135217,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"strong execution flow, consistent weekly presence",0.7026315789473684,0.5923336408718713,0.845213790596538,0.8333333333333334,0.3846153846153846,66.5509411757883,Shipper
andrewm4894,54.0,192.87834035788865,5.276111111111111,0.0925925925925925,100.0,6.0,54.0,"backend,data,frontend,general,infra",5.0,48.0,45.0,19.0,6.0,19.0,52.333333333333336,1.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, high review leverage, strong execution flow",1.0,1.0,0.981353602555993,1.0,1.0,99.72030403833988,Balanced
andyzzhao,8.0,38.09558687086801,43.40611111111111,0.0,100.0,3.0,8.0,general,1.0,17.0,12.0,6.0,3.0,6.0,17.5,0.5042016806722689,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.3657894736842105,0.3954128704878328,0.7679774461353399,0.5,0.4615384615384615,47.036069086859534,Mixed
anirudhpillai,11.0,45.286261650058535,13.563888888888888,0.0909090909090909,100.0,4.0,11.0,"frontend,general",2.0,9.0,9.0,4.0,4.0,4.0,16.5,0.4736440030557677,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.5342105263157895,0.2384528889401452,0.9349750510875764,0.6666666666666666,0.3076923076923077,50.49229355343839,Mixed
annaszell,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
annikaschmid,1.0,1.6094379124341005,28.45722222222222,0.0,100.0,1.0,1.0,general,1.0,0.0,0.0,0.0,,0.0,2.0,0.0305576776165011,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.0894736842105263,0.0,0.8516316935486764,0.1666666666666666,0.0,17.430929372377612,Mixed
arthurdedeus,11.0,49.24735673146122,88.4875,0.1818181818181818,100.0,4.0,11.0,"data,frontend,general",3.0,12.0,12.0,7.0,4.0,7.0,18.0,0.5194805194805194,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.5842105263157895,0.3499884673048089,0.5157011941758369,0.6666666666666666,0.5384615384615384,51.25763263081871,Mixed
aspicer,6.0,28.178519045102664,94.03458333333332,0.3333333333333333,100.0,3.0,6.0,"backend,general,rust,security",4.0,5.0,3.0,4.0,2.0,4.0,9.5,0.2597402597402597,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.4368421052631579,0.1566284165609502,0.4846596174380522,0.5,0.3076923076923077,34.965193507814945,Mixed
bbloomf,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
bciaraldi,1.0,4.543294782270004,19.194166666666668,0.0,100.0,3.0,1.0,general,1.0,6.0,4.0,4.0,3.0,4.0,5.0,0.1222307104660045,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.0894736842105263,0.1745761734517356,0.9034679167628232,0.5,0.3076923076923077,29.89986379563465,Mixed
beatlevic,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
benjackwhite,7.0,38.51006060715184,95.84277777777778,0.4285714285714285,100.0,4.0,7.0,"backend,data,general,infra,security",5.0,12.0,7.0,6.0,4.0,6.0,14.0,0.3972498090145149,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.5263157894736842,0.305674086033906,0.4745409292498346,0.6666666666666666,0.4615384615384615,45.80398914600213,Mixed
camerondeleone,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
carlos-marchal-ph,2.0,9.41897923708751,22.737916666666667,0.0,100.0,3.0,2.0,"data,general",2.0,28.0,25.0,5.0,3.0,5.0,17.0,0.4889228418640183,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.1789473684210526,0.5836408718717561,0.8836370288972138,0.5,0.3846153846153846,46.94938054767771,Mixed
charlescook-ph,1.0,2.079441541679836,24.410833333333333,0.0,100.0,1.0,1.0,general,1.0,0.0,0.0,0.0,,0.0,2.0,0.0305576776165011,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.0894736842105263,0.0,0.8742753575532489,0.1666666666666666,0.0,17.7705843324462,Mixed
charlesvien,1.0,1.0986122886681098,19.05305555555556,0.0,100.0,1.0,1.0,general,1.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0611153552330022,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.0894736842105263,0.0743570522431091,0.9042575770438916,0.1666666666666666,0.1538461538461538,21.92328224551012,Mixed
chatgpt-codex-connector,0.0,0.0,,0.0,,6.0,,general,0.0,106.0,0.0,8.0,6.0,8.0,14.714285714285714,0.4190767215977299,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"high review leverage, consistent weekly presence",0.0,0.7538461538461538,,1.0,0.6153846153846154,39.190767215977296,Reviewer
christiaan-ph,5.0,12.946408708892578,3.0836111111111117,0.0,100.0,3.0,5.0,"backend,data,frontend,general",4.0,1.0,0.0,1.0,1.0,1.0,6.5,0.1680672268907563,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.3973684210526316,0.0321618037135278,0.993622871450624,0.5,0.0769230769230769,35.07934383431484,Mixed
clickhouse-sync-posthog,4.0,7.690286020676769,10.55,0.0,100.0,2.0,4.0,"data,infra",2.0,0.0,0.0,0.0,,0.0,5.0,0.1222307104660045,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.2578947368421053,0.0,0.9518408267757492,0.3333333333333333,0.0,26.570094944892773,Mixed
clr182,4.0,17.927216534852143,11.889166666666668,0.25,100.0,2.0,4.0,general,1.0,2.0,2.0,2.0,2.0,2.0,6.0,0.1527883880825057,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.2078947368421052,0.0743570522431091,0.9443468263524606,0.3333333333333333,0.1538461538461538,28.660649559247727,Mixed
copilot-pull-request-reviewer,0.0,0.0,,0.0,,8.0,,general,0.0,366.0,0.0,31.0,8.0,31.0,20.764705882352946,0.603963510537905,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"high review leverage, consistent weekly presence, broad collaboration",0.0,0.85,,1.0,1.0,47.28963510537905,Reviewer
cubic-dev-ai,0.0,0.0,,0.0,,5.0,,general,0.0,27.0,0.0,17.0,5.0,17.0,0.1153846153846153,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"consistent weekly presence, broad collaboration",0.0,0.5991379310344824,,0.8333333333333334,1.0,33.31178160919539,Mixed
cvolzer3,5.0,26.44439166507477,133.69416666666666,0.4,100.0,2.0,5.0,general,1.0,1.0,1.0,1.0,1.0,1.0,6.5,0.1680672268907563,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.2473684210526315,0.0371785261215545,0.35,0.3333333333333333,0.0769230769230769,19.383752156089475,Mixed
danielalanbates,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
danielcarletti,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
danielxnj,1.0,5.459585514144159,201.0661111111111,0.0,100.0,1.0,1.0,general,1.0,0.0,0.0,0.0,,0.0,2.0,0.0305576776165011,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0894736842105263,0.0,0.35,0.1666666666666666,0.0,9.906453969147467,Mixed
daniloc,1.0,2.4849066497880004,2.961388888888889,0.0,100.0,1.0,1.0,general,1.0,0.0,0.0,0.0,,0.0,2.0,0.0305576776165011,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.0894736842105263,0.0,0.9943068291743842,0.1666666666666666,0.0,19.57105640676323,Mixed
darkopia,5.0,9.5184131340757,0.5747222222222222,0.0,100.0,2.0,5.0,general,1.0,0.0,0.0,0.0,,0.0,6.0,0.1527883880825057,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.2473684210526315,0.0,1.0,0.3333333333333333,0.0,27.28226984573734,Mixed
david-is-back,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
dependabot,8.0,31.95040066976134,55.13541666666667,0.25,100.0,2.0,8.0,"backend,data,frontend,infra",4.0,0.0,0.0,0.0,,0.0,9.0,0.2444614209320091,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.5157894736842106,0.0,0.7023400441702767,0.3333333333333333,0.0,31.78673241573389,Mixed
dmarticus,21.0,98.48440478570208,7.313333333333333,0.2857142857142857,100.0,4.0,21.0,"backend,frontend,general,product_ops",4.0,23.0,19.0,10.0,4.0,10.0,33.5,0.9931245225362872,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, strong execution flow, broad collaboration",0.95,0.5850392111636487,0.9699532708604116,0.6666666666666666,0.7692307692307693,81.96549892633462,Shipper
dustinbyrne,0.0,0.0,,0.0,,1.0,,general,0.0,1.0,0.0,1.0,1.0,1.0,1.5,0.0152788388082505,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0321618037135278,,0.1666666666666666,0.0769230769230769,3.392730916818138,Mixed
edwinyjlim,0.0,0.0,,0.0,,1.0,,general,0.0,1.0,1.0,1.0,1.0,1.0,1.5,0.0152788388082505,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0371785261215545,,0.1666666666666666,0.0769230769230769,3.518148977018807,Mixed
eli-r-ph,26.0,132.7052222864798,10.717777777777778,0.3461538461538461,100.0,4.0,26.0,"data,general,infra,product_ops,rust,security",6.0,35.0,21.0,9.0,4.0,9.0,44.5,1.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"top-tier shipping impact, strong execution flow, strong recent momentum",1.0,0.7310143005420363,0.9509019393549514,0.6666666666666666,0.6923076923076923,86.12863019361876,Balanced
ericls,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
estefaniarabadan,9.0,44.848557331316016,7.635833333333333,0.1111111111111111,100.0,6.0,9.0,"backend,data,general,infra,product_ops",5.0,40.0,17.0,4.0,6.0,4.0,19.666666666666668,0.5704099821746881,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"strong execution flow, consistent weekly presence",0.6052631578947368,0.6794487371698762,0.9681485551393084,1.0,0.3076923076923077,68.44736439184858,Reviewer
fasyy612,13.0,51.84662799988255,19.22805555555556,0.0,100.0,5.0,13.0,"frontend,general,rust",3.0,18.0,14.0,4.0,5.0,4.0,23.0,0.6722689075630252,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"strong execution flow, consistent weekly presence",0.6631578947368422,0.3799158113251064,0.9032782739394172,0.8333333333333334,0.3076923076923077,61.07475172021085,Shipper
fercgomes,10.0,47.670639465547865,3.035277777777778,0.2,100.0,3.0,10.0,"backend,frontend,general,infra,security",5.0,51.0,33.0,6.0,3.0,6.0,36.5,1.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"high review leverage, strong execution flow, strong recent momentum",0.6447368421052632,0.8653846153846154,0.9938933456413838,0.5,0.4615384615384615,75.50050544777865,Reviewer
frankh,10.0,44.36386078520511,11.49125,0.1,100.0,2.0,10.0,"general,infra,product_ops",3.0,16.0,12.0,4.0,2.0,4.0,19.0,0.5500381970970206,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.5447368421052632,0.3440202975435357,0.9465735750781112,0.3333333333333333,0.3076923076923077,51.05185470914456,Mixed
fuziontech,6.0,21.66883578635088,0.5072222222222222,0.0,100.0,2.0,6.0,"data,general",2.0,1.0,1.0,1.0,1.0,1.0,4.666666666666667,0.1120448179271708,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.3368421052631579,0.0371785261215545,1.0,0.3333333333333333,0.0769230769230769,31.257738592769407,Mixed
gantoine,1.0,5.056245805348308,3.9930555555555554,0.0,100.0,1.0,1.0,general,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0458365164247517,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,strong execution flow,0.0894736842105263,0.0371785261215545,0.9885336042061008,0.1666666666666666,0.0769230769230769,21.33594034259112,Mixed
gdeglin,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
georgemunyoro,4.0,23.80331402332162,102.57777777777778,0.5,100.0,3.0,4.0,"backend,data,general,product_ops",4.0,27.0,24.0,21.0,3.0,21.0,18.5,0.5347593582887701,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,broad collaboration,0.3578947368421052,0.7195392688271245,0.4368517497719144,0.5,1.0,55.62569365540768,Reviewer
gesh,10.0,39.377247824026064,17.895,0.3,100.0,4.0,10.0,"backend,data,frontend,general,product_ops",5.0,26.0,23.0,4.0,4.0,4.0,24.0,0.7028265851795263,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"strong execution flow, strong recent momentum",0.6447368421052632,0.5285145888594162,0.9107380764765176,0.6666666666666666,0.3076923076923077,62.98789672717607,Mixed
gewenyu99,1.0,8.193400231952097,217.71416666666667,1.0,100.0,1.0,1.0,general,1.0,1.0,1.0,1.0,1.0,1.0,2.5,0.0458365164247517,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0894736842105263,0.0371785261215545,0.35,0.1666666666666666,0.0769230769230769,11.757936279499608,Mixed
github-actions,0.0,0.0,,0.0,,2.0,,general,0.0,16.0,0.0,9.0,2.0,9.0,9.0,0.2444614209320091,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.3799734748010608,,0.3333333333333333,0.6923076923076923,22.200361335756867,Mixed
github-advanced-security,0.0,0.0,,0.0,,6.0,,general,0.0,40.0,0.0,27.0,6.0,27.0,10.0,0.2750190985485103,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"high review leverage, consistent weekly presence, broad collaboration",0.0,0.7672413793103444,,1.0,1.0,41.93122546824372,Reviewer
grandhi02,0.0,0.0,,0.0,,0.0,,general,0.0,0.0,0.0,0.0,,0.0,,0.0,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.0,0.0,,0.0,0.0,0.0,Mixed
graphite-app,0.0,0.0,,0.0,,7.0,,general,0.0,708.0,0.0,90.0,7.0,90.0,17.256410256410255,0.4967581438169673,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"high review leverage, consistent weekly presence, broad collaboration",0.0,0.85,,1.0,1.0,46.21758143816967,Reviewer
greptile-apps,0.0,0.0,,0.0,,19.0,,general,0.0,1094.0,0.0,128.0,19.0,128.0,10.73913043478261,0.2976052080911416,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,"high review leverage, consistent weekly presence, broad collaboration",0.0,0.85,,1.0,1.0,44.226052080911415,Reviewer
gustavohstrassburger,6.0,28.256737907689452,113.75833333333334,0.1666666666666666,100.0,4.0,6.0,"frontend,general,infra",3.0,15.0,14.0,5.0,4.0,5.0,9.333333333333334,0.2546473134708429,2025-08-28 23:32:32+00:00,2026-02-24 23:32:32+00:00,balanced contribution across multiple dimensions,0.3868421052631579,0.3603534771075999,0.3742851625415965,0.6666666666666666,0.3846153846153846,39.28767117123761,Mixed
